DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
190806301,2/22/2019,1/1/2017,5,8,West LA,824,354,THEFT OF IDENTITY,1202 0100 1822,67,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100    CORSICA                      DR,,"(34.0482, -118.5056)"
190706606,2/23/2019,1/1/2014,1200,7,Wilshire,778,121,"RAPE, FORCIBLE",0500 1257 0522 0527 0552,3,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,1700    6TH                          AV,,"(34.0418, -118.3269)"
191306855,2/23/2019,7/6/2016,1200,13,Newton,1362,354,THEFT OF IDENTITY,1822,46,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,400 E  51ST                         ST,,"(33.9966, -118.2674)"
191706508,2/23/2019,6/19/2017,1,17,Devonshire,1705,354,THEFT OF IDENTITY,1822,18,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12800    WINTHROP                     AV,,"(34.3032, -118.5076)"
190607158,2/24/2019,11/1/2013,1200,6,Hollywood,663,860,BATTERY WITH SEXUAL CONTACT,0400 0500 0522,24,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,6700    SANTA MONICA                 BL,,"(34.0907, -118.3363)"
190107782,2/24/2019,3/5/2016,1300,1,Central,161,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416,45,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,700 S  FIGUEROA                     ST,,"(34.0483, -118.2631)"
190806422,2/24/2019,12/1/2017,100,8,West LA,818,625,OTHER ASSAULT,2004 1218 0447 0913,77,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,HILGARD,WESTHOLME,"(34.0696, -118.4389)"
191506907,2/24/2019,9/21/2017,1700,15,N Hollywood,1501,310,BURGLARY,0321 1414 1607 0344,49,F,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,12900    SATICOY                      ST,,"(34.2066, -118.4144)"
190500588,2/25/2019,2/25/2014,1100,5,Harbor,504,946,OTHER MISCELLANEOUS CRIME,1300 2004 1402,70,M,H,108,PARKING LOT,,,AA,Adult Arrest,946,998,,,19000 S  VERMONT                      AV,,"(33.8481, -118.3041)"
191006434,2/25/2019,1/1/2014,1200,10,West Valley,1001,354,THEFT OF IDENTITY,0377 1822 0928,18,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19600    BLYTHE                       ST,,"(34.2149, -118.5596)"
190307607,2/25/2019,7/1/2016,1200,3,Southwest,358,860,BATTERY WITH SEXUAL CONTACT,2004 1501 1309 1824 0913,40,F,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,860,,,,36TH,PARDEE                       WY,"(34.0215, -118.2868)"
190906792,2/25/2019,1/1/2016,1,9,Van Nuys,909,354,THEFT OF IDENTITY,0100 0928 1822,36,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13700    WYANDOTTE                    ST,,"(34.2031, -118.4313)"
191006431,2/25/2019,5/16/2016,1200,10,West Valley,1007,354,THEFT OF IDENTITY,0377 1822 0928,45,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17100    LORNE                        ST,,"(34.2172, -118.5055)"
191306990,2/25/2019,9/1/2016,1800,13,Newton,1347,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913,20,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,1600 E  33RD                         ST,,"(34.0112, -118.2459)"
191307869,2/26/2019,3/1/2013,1530,13,Newton,1393,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1258 0913 2024 0527,7,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810,812,,,BROADWAY,71ST                         ST,"(33.9756, -118.2783)"
191309017,2/26/2019,1/1/2013,5,13,Newton,1313,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0558 0551 0522 0448 0503,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1200 E  20TH                         ST,,"(34.0243, -118.2526)"
191309019,2/26/2019,1/1/2013,5,13,Newton,1313,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0558 0551 0522 0448 0503,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1200 E  20TH                         ST,,"(34.0243, -118.2526)"
192006764,2/26/2019,9/1/2013,900,20,Olympic,2038,354,THEFT OF IDENTITY,0100 1202,58,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3000    LEEWARD                      AV,,"(34.0587, -118.2891)"
190107849,2/26/2019,11/17/2015,2000,1,Central,145,510,VEHICLE - STOLEN,,0,,,103,ALLEY,,,IC,Invest Cont,510,,,,400 S  MAIN                         ST,,"(34.0482, -118.2472)"
190506487,2/26/2019,8/25/2015,600,5,Harbor,585,662,"BUNCO, GRAND THEFT",701,58,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,600 W  22ND                         ST,,"(33.7243, -118.2902)"
191207870,2/26/2019,8/24/2015,1200,12,77th Street,1265,354,THEFT OF IDENTITY,0100 1822 0928,35,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 W  81ST                         ST,,"(33.9655, -118.3003)"
191706847,2/26/2019,1/1/2015,200,17,Devonshire,1785,860,BATTERY WITH SEXUAL CONTACT,0913 1251 1259 2021 0522,11,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,8900    DARBY                        AV,,"(34.2319, -118.5339)"
191106766,2/26/2019,9/1/2016,900,11,Northeast,1184,354,THEFT OF IDENTITY,0917 1822,44,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1800    MORTON                       AV,,"(34.0831, -118.2509)"
191307044,2/26/2019,1/1/2016,1200,13,Newton,1383,121,"RAPE, FORCIBLE",1258 1251 0913 0527 0519 0537 0515 0444,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,5900 S  MAIN                         ST,,"(33.9873, -118.2739)"
190906817,2/26/2019,5/8/2017,2359,9,Van Nuys,971,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",924,-1,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,15100    VENTURA                      BL,,"(34.1564, -118.463)"
190906833,2/26/2019,9/23/2017,1,9,Van Nuys,974,354,THEFT OF IDENTITY,1822 0377,31,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14600    MOORPARK                     ST,,"(34.1523, -118.4509)"
191606031,2/26/2019,2/21/2017,800,16,Foothill,1638,354,THEFT OF IDENTITY,0928 0929 1822,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10300    SAMOA                        AV,,"(34.2559, -118.287)"
191106814,2/27/2019,10/1/2013,1400,11,Northeast,1145,860,BATTERY WITH SEXUAL CONTACT,1258 0400 0522 0551 0913 0360,10,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,2800    RIVERSIDE                    DR,,"(34.1098, -118.2629)"
190107988,2/27/2019,1/20/2014,1900,1,Central,111,121,"RAPE, FORCIBLE",1814 1259 2024 0527 0522 0510 0400,12,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,600 N  BROADWAY,,"(34.0586, -118.2402)"
191106798,2/27/2019,1/1/2014,800,11,Northeast,1124,649,DOCUMENT FORGERY / STOLEN FELONY,931,69,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,3100    DREW                         ST,,"(34.1184, -118.2454)"
190506545,2/27/2019,4/1/2015,700,5,Harbor,529,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $400",1309 0344,14,X,X,107,VACANT LOT,,,IC,Invest Cont,950,,,,900    EUBANK                       AV,,"(33.7818, -118.2551)"
191207903,2/27/2019,8/22/2015,1200,12,77th Street,1203,354,THEFT OF IDENTITY,0100 0930 1822,33,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 W  VERNON                       AV,,"(34.0037, -118.3113)"
192007212,2/27/2019,7/1/2015,1600,20,Olympic,2024,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 1251 1258,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,500 S  HARVARD                      BL,,"(34.0654, -118.3041)"
190406435,2/27/2019,2/22/2016,1200,4,Hollenbeck,455,354,THEFT OF IDENTITY,100,24,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,500    BRITTANIA                    ST,,"(34.0493, -118.2133)"
191208646,2/27/2019,10/1/2016,1,12,77th Street,1241,354,THEFT OF IDENTITY,100,24,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3200 W  63RD                         ST,,"(33.9829, -118.3279)"
190207100,2/27/2019,1/1/2017,900,2,Rampart,275,354,THEFT OF IDENTITY,1822,45,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 S  BURLINGTON                   AV,,"(34.0503, -118.2765)"
190307693,2/27/2019,12/20/2017,900,3,Southwest,398,354,THEFT OF IDENTITY,1822 1202,65,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4000 S  HOOVER                       ST,,"(34.0111, -118.2872)"
190806564,2/27/2019,2/23/2017,1930,8,West LA,827,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,53,F,O,108,PARKING LOT,,,IC,Invest Cont,420,,,,11600    SAN VICENTE                  BL,,"(34.0579, -118.4683)"
190906899,2/27/2019,7/5/2017,1420,9,Van Nuys,909,354,THEFT OF IDENTITY,0377 0100 0928 1822,43,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13800    COHASSET                     ST,,"(34.2067, -118.4341)"
191106795,2/27/2019,4/1/2017,1200,11,Northeast,1183,354,THEFT OF IDENTITY,1822 0930,28,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800    ECHO PARK                    AV,,"(34.0832, -118.2572)"
191207890,2/27/2019,2/27/2017,330,12,77th Street,1283,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814,23,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,10000    LA SALLE                     AV,,"(33.9455, -118.3057)"
191706618,2/27/2019,8/11/2017,1200,17,Devonshire,1762,649,DOCUMENT FORGERY / STOLEN FELONY,1817 0924,-1,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,21000    ITASCA                       ST,,"(34.2448, -118.5915)"
191807325,2/27/2019,8/1/2017,1,18,Southeast,1864,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0344,59,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,800 E  IMPERIAL                     HY,,"(33.9309, -118.2603)"
190308282,2/28/2019,1/1/2010,500,3,Southwest,399,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1251 0522 0503 1259 0913,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,4000 S  FIGUEROA                     ST,,"(34.0112, -118.2827)"
192006887,2/28/2019,5/1/2013,900,20,Olympic,2063,354,THEFT OF IDENTITY,0928 0100,43,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3000 W  12TH                         ST,,"(34.049, -118.3063)"
191807382,2/28/2019,8/8/2015,1200,18,Southeast,1822,354,THEFT OF IDENTITY,0100 1822,27,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 W  CENTURY                      BL,,"(33.9456, -118.2739)"
191807388,2/28/2019,3/1/2015,1200,18,Southeast,1823,354,THEFT OF IDENTITY,0930 1822,19,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9900 S  SAN PEDRO                    ST,,"(33.9465, -118.2695)"
190307780,2/28/2019,10/1/2017,1,3,Southwest,328,121,"RAPE, FORCIBLE",1251 1259 0537 0527 0400 0361 1820 0551 0503,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3000    SHRINE                       PL,,"(34.0258, -118.2796)"
190607407,2/28/2019,12/15/2017,600,6,Hollywood,656,354,THEFT OF IDENTITY,100,73,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900    WILCOX                       AV,,"(34.0871, -118.331)"
190806603,2/28/2019,1/1/2017,5,8,West LA,849,354,THEFT OF IDENTITY,0100 1822,46,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 S  BEDFORD                      ST,,"(34.0594, -118.3803)"
191006569,2/28/2019,12/1/2017,800,10,West Valley,1044,354,THEFT OF IDENTITY,0930 1820,47,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,18400    COLLINS                      ST,,"(34.1749, -118.5344)"
191106829,2/28/2019,10/1/2017,1200,11,Northeast,1133,354,THEFT OF IDENTITY,1501,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2900    FINCH                        ST,,"(34.1113, -118.2618)"
192106600,2/28/2019,12/13/2017,900,21,Topanga,2149,354,THEFT OF IDENTITY,377,49,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6800    WINNETKA                     AV,,"(34.1938, -118.571)"
191706850,3/1/2019,5/1/2014,100,17,Devonshire,1712,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0443 0503 0913 0545 0510 1251 1259 2024 0444 0519,9,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,821,,,,11400    DORAL                        AV,,"(34.2782, -118.547)"
191908823,3/1/2019,1/1/2014,1200,19,Mission,1998,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1817 1258 2024 0510 0515,12,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,760,812,,,8000    HAZELTINE                    AV,,"(34.2164, -118.439)"
192006911,3/1/2019,9/24/2014,930,20,Olympic,2029,354,THEFT OF IDENTITY,0100 0929,55,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 S  VIRGIL                       AV,,"(34.0637, -118.287)"
190607458,3/1/2019,7/15/2015,1200,6,Hollywood,668,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0400 0500 0522 1258,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,5600    VIRGINIA                     AV,,"(34.0918, -118.3109)"
190307855,3/1/2019,2/1/2016,600,3,Southwest,343,354,THEFT OF IDENTITY,1822,20,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3600 S  LA BREA                      AV,,"(34.0199, -118.3608)"
190906975,3/1/2019,6/30/2016,1200,9,Van Nuys,952,310,BURGLARY,0344 0358 0397,34,M,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,5200 N  SEPULVEDA                    BL,,"(34.1649, -118.4662)"
191307598,3/1/2019,1/1/2016,1200,13,Newton,1353,860,BATTERY WITH SEXUAL CONTACT,0913 0522 0556 1251 1259,14,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,900 E  46TH                         ST,,"(34.0018, -118.26)"
190607409,3/1/2019,10/31/2017,900,6,Hollywood,647,354,THEFT OF IDENTITY,100,33,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6200    HOLLYWOOD                    BL,,"(34.1017, -118.3245)"
190906982,3/1/2019,4/1/2017,1000,9,Van Nuys,969,354,THEFT OF IDENTITY,0100 1822 0930,35,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4800    ALCOVE                       AV,,"(34.1609, -118.4127)"
192006915,3/1/2019,2/28/2017,1300,20,Olympic,2005,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202,61,F,K,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,400 N  NORMANDIE                    AV,,"(34.0799, -118.3025)"
190300583,3/2/2019,2/28/2010,1210,3,Southwest,392,310,BURGLARY,0344 1603 0321 0329 0352 1273 1402,50,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4800    10TH                         AV,,"(34, -118.3282)"
192106772,3/2/2019,6/24/2015,1200,21,Topanga,2169,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0522 0360,21,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,815,,,,5900    PENFIELD                     AV,,"(34.1785, -118.5698)"
190706998,3/2/2019,1/1/2016,1200,7,Wilshire,732,354,THEFT OF IDENTITY,1822,67,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6500    MARYLAND                     DR,,"(34.0675, -118.3693)"
191407809,3/2/2019,2/15/2017,1445,14,Pacific,1454,664,"BUNCO, PETTY THEFT",1817 0344,41,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,13400    MAXELLA                      AV,,"(33.9873, -118.4403)"
190707086,3/4/2019,5/30/2013,800,7,Wilshire,784,354,THEFT OF IDENTITY,0928 1822,19,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100 S  SYCAMORE                     AV,,"(34.0391, -118.3515)"
191106993,3/4/2019,10/24/2016,1200,11,Northeast,1148,354,THEFT OF IDENTITY,1202 1822,59,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600    ROME                         DR,,"(34.1031, -118.2149)"
191307380,3/4/2019,1/1/2016,800,13,Newton,1322,354,THEFT OF IDENTITY,1202 1822,58,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100    MAPLE                        AV,,"(34.0276, -118.2628)"
191906912,3/4/2019,5/6/2016,1800,19,Mission,1994,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400,28,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7900    KESTER                       AV,,"(34.2147, -118.4565)"
192106782,3/4/2019,1/1/2016,1200,21,Topanga,2105,354,THEFT OF IDENTITY,1822 0928,28,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,8300    NORTHGATE                    AV,,"(34.221, -118.604)"
190108482,3/4/2019,1/1/2017,1,1,Central,162,354,THEFT OF IDENTITY,0100 1822 0928,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800 S  OLIVE                        ST,,"(34.0452, -118.2569)"
190406618,3/4/2019,1/30/2017,2200,4,Hollenbeck,402,860,BATTERY WITH SEXUAL CONTACT,1251 0400 0503 0522 0531 0536,15,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,3700    GRIFFIN                      AV,,"(34.0871, -118.2089)"
190506715,3/4/2019,9/1/2017,1500,5,Harbor,514,310,BURGLARY,0344 1300 1608 0358 0397,51,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,1200 W  PACIFIC COAST                HY,,"(33.7904, -118.2777)"
190907133,3/4/2019,1/1/2017,800,9,Van Nuys,964,354,THEFT OF IDENTITY,0100 1822,28,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4800    HAZELTINE                    AV,,"(34.1576, -118.44)"
191208335,3/4/2019,1/1/2017,1,12,77th Street,1245,813,CHILD ANNOYING (17YRS & UNDER),1251 1257 0550 0554,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,,,,1100 W  69TH                         ST,,"(33.977, -118.2937)"
191706841,3/4/2019,5/1/2017,800,17,Devonshire,1707,354,THEFT OF IDENTITY,1822,32,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12400    EL ORO                       WY,,"(34.2959, -118.5054)"
190506812,3/5/2019,1/1/2010,1,5,Harbor,506,354,THEFT OF IDENTITY,1822 0928,18,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600 W  220TH                        ST,,"(33.828, -118.3064)"
190308083,3/5/2019,1/22/2013,800,3,Southwest,354,354,THEFT OF IDENTITY,1822,34,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3400    6TH                          AV,,"(34.0256, -118.3236)"
190610315,3/5/2019,1/1/2014,830,6,Hollywood,627,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,943,0,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,822,,,,2800    HOLLYRIDGE                   DR,,"(34.1194, -118.3189)"
191107046,3/5/2019,1/1/2014,1000,11,Northeast,1133,354,THEFT OF IDENTITY,0100 1822,43,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3000    LARGA                        AV,,"(34.1098, -118.2506)"
191606363,3/5/2019,7/3/2014,800,16,Foothill,1685,354,THEFT OF IDENTITY,1822,20,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7700    LEMP                         AV,,"(34.2103, -118.3845)"
191606365,3/5/2019,7/3/2014,800,16,Foothill,1685,354,THEFT OF IDENTITY,1822,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7700    LEMP                         AV,,"(34.2103, -118.3845)"
191807626,3/5/2019,1/1/2014,1200,18,Southeast,1803,354,THEFT OF IDENTITY,100,32,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8700    WALL                         ST,,"(33.9591, -118.2717)"
190506784,3/5/2019,3/1/2015,1,5,Harbor,526,354,THEFT OF IDENTITY,1822,57,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 N  FRIES                        AV,,"(33.7815, -118.265)"
190308105,3/5/2019,3/4/2016,2100,3,Southwest,397,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0385 0344 1202,57,F,H,101,STREET,,,IC,Invest Cont,420,,,,1200 W  41ST                         PL,,"(34.0082, -118.2959)"
190308128,3/5/2019,8/23/2016,900,3,Southwest,358,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0500 0522 0359,-2,F,X,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,815,,,,1000 W  34TH                         ST,,"(34.0243, -118.2876)"
190907204,3/5/2019,1/1/2016,5,9,Van Nuys,916,354,THEFT OF IDENTITY,0100 1822 0928,25,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6900    WOODMAN                      AV,,"(34.1976, -118.4356)"
191006786,3/5/2019,1/1/2016,1200,10,West Valley,1079,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",344,-3,M,O,721,HIGH SCHOOL,,,IC,Invest Cont,668,,,,15900    VENTURA                      BL,,"(34.1599, -118.4766)"
191606356,3/5/2019,1/1/2016,1600,16,Foothill,1687,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0552 0515 1258,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,11000    ARMINTA                      ST,,"(34.2178, -118.373)"
190207521,3/5/2019,12/3/2017,1000,2,Rampart,241,664,"BUNCO, PETTY THEFT",0344 0701 1202 1900,66,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664,,,,400 S  LAFAYETTE PARK               PL,,"(34.0658, -118.2814)"
191006810,3/5/2019,10/3/2017,800,10,West Valley,1039,354,THEFT OF IDENTITY,1822,28,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16100    GILMORE                      ST,,"(34.1876, -118.4848)"
190806837,3/6/2019,12/1/2013,1,8,West LA,801,354,THEFT OF IDENTITY,0100 1822,45,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,16600    CALLE ARBOLADA,,"(34.0718, -118.5496)"
191107095,3/6/2019,3/7/2013,800,11,Northeast,1143,354,THEFT OF IDENTITY,0928 1822,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3900    SUNSET                       DR,,"(34.0977, -118.277)"
190506853,3/6/2019,5/14/2014,600,5,Harbor,506,354,THEFT OF IDENTITY,377,52,F,H,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,1600 W  CARSON                       ST,,"(33.8315, -118.3065)"
191208476,3/6/2019,1/1/2014,1,12,77th Street,1215,354,THEFT OF IDENTITY,0927 1822 1202 0100,62,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5300    DENKER                       AV,,"(33.9942, -118.3046)"
