APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
5588035051,01/01/2018,Single Family,5280 W LOS BONITOS WAY,LOS ANGELES,CA,90027,4,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   Whilshire BLVD 1109 Los Angeles CA 90010,213-804-7437,"5280 W LOS BONITOS WAY
LOS ANGELES, CA 90027
(34.109545, -118.305839)",23445,403,1299,,7,3
2220004092,01/09/2018,Single Family,15048 W SHERMAN WAY,LOS ANGELES,CA,91405,6,Nationstar Mortgage,Code Violations,888-456-0714,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"15048 W SHERMAN WAY
LOS ANGELES, CA 91405
(34.201014, -118.46072)",19733,230,287,,3,18
5031013022,01/15/2018,Single Family,4107 W DON FELIPE DR,LOS ANGELES,CA,90008,8,SELENE FINANCE LP,CUSTOMER SERVICE,877-735-3637,NULL,NULL,,NULL,"4107 W DON FELIPE DR
LOS ANGELES, CA 90008
(34.0073, -118.346413)",22725,765,1026,7,14,54
5446024005,10/23/2018,Single Family,3446 N ARROYO SECO AVE,LOS ANGELES,CA,90065,1,"Bayview Loan Servicing, LLC","Bayview Loan Servicing, LLC",877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"3446 N ARROYO SECO AVE
LOS ANGELES, CA 90065
(34.087486, -118.21571)",24030,485,1365,,11,94
5563009041,12/20/2018,Single Family,8606 W WONDERLAND AVE,LOS ANGELES,CA,90046,4,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"8606 W WONDERLAND AVE
LOS ANGELES, CA 90046
(34.113142, -118.382225)",23677,459,731,,7,81
5074004004,12/27/2018,Multi-Family,2882 W 14TH ST,LOS ANGELES,CA,90006,10,SMN LO INC,Santi Lovatanapongsa,909-450-4575,NULL,NULL,,NULL,"2882 W 14TH ST
LOS ANGELES, CA 90006
(34.046332, -118.30627)",22723,675,897,,12,19
2872011016,12/19/2018,Single Family,18945 W BRASILIA DR,LOS ANGELES,CA,91326,12,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"18945 W BRASILIA DR
LOS ANGELES, CA 91326
(34.287355, -118.543207)",18905,63,1412,,2,48
6004014019,01/02/2018,Multi-Family,912 W 62ND ST,LOS ANGELES,CA,90044,9,OCWEN FINANCIAL CORPORATION,PROPERTY REGISTRATION,319-236-5249,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-380-8752,"912 W 62ND ST
LOS ANGELES, CA 90044
(33.98371, -118.289614)",23675,766,585,7,13,2
2132014012,09/20/2018,Single Family,19521 W VICTORY BLVD,LOS ANGELES,CA,91335,3,Celink,Daniel Stack,866-727-4303,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,"19521 W VICTORY BLVD
LOS ANGELES, CA 91335
(34.186576, -118.559055)",18909,292,313,,4,12
7458019023,10/25/2018,Single Family,1327 S MEYLER ST,SAN PEDRO,CA,90731,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1327 S MEYLER ST
SAN PEDRO, CA 90731
(33.731928, -118.296763)",3342,976,1452,,15,36
5689027008,11/08/2018,Single Family,1530 W LINDA ROSA AVE,LOS ANGELES,CA,90041,14,"CIT BANK, N.A.",Sarah Richardson,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,"1530 W LINDA ROSA AVE
LOS ANGELES, CA 90041
(34.134692, -118.19916)",23672,357,1437,,9,60
2124022024,01/01/2018,Single Family,6215 N LINDLEY AVE,LOS ANGELES,CA,91335,3,Deutsche Bank C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"6215 N LINDLEY AVE
LOS ANGELES, CA 91335
(34.182317, -118.527298)",4286,268,305,,4,10
5208031027,10/11/2018,Non-Residential,03521 1/2  MANITOU AVE,LOS ANGELES,CA,90031,1,Bank of America,VPR Department,800-669-2443,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"03521 1/2 MANITOU AVE
LOS ANGELES, CA 90031
(34.072033, -118.203082)",23448,487,337,,11,1
2761017028,12/17/2018,Single Family,9717 N OAKDALE AVE,LOS ANGELES,CA,91311,12,EverHome Mortgage,Eric Gruber,904-623-8587,ServiceLink,Lori Fryer,20955   Pathfinder Rd  300 Diamond Bar CA 91765,440-829-8258,"9717 N OAKDALE AVE
LOS ANGELES, CA 91311
(34.246646, -118.566881)",4284,98,238,,2,43
2078001022,05/24/2018,Single Family,23021 W BRETTON PL,LOS ANGELES,CA,91364,3,Shellpoint Mortgage,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"23021 W BRETTON PL
LOS ANGELES, CA 91364
(34.149885, -118.629675)",19346,310,652,,4,49
2694007022,03/15/2018,Single Family,17169 W STARE ST,LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"17169 W STARE ST
LOS ANGELES, CA 91325
(34.253069, -118.507598)",18514,84,1420,,2,87
2649004044,10/29/2018,Single Family,15060 W CHATSWORTH ST,LOS ANGELES,CA,91345,7,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,"15060 W CHATSWORTH ST
LOS ANGELES, CA 91345
(34.264529, -118.461046)",19330,74,398,,1,4
5149009048,10/23/2018,Single Family,253 S BROADWAY,LOS ANGELES,CA,90012,14,U.S. Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,214-874-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,"253 S BROADWAY
LOS ANGELES, CA 90012
(34.051149, -118.247828)",22728,541,1183,,9,76
5036004004,12/18/2018,Single Family,1426 W 38TH ST,LOS ANGELES,CA,90062,8,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"1426 W 38TH ST
LOS ANGELES, CA 90062
(34.017336, -118.303964)",24027,730,1012,7,14,32
6029021014,11/06/2018,Single Family,915 E 84TH PL,LOS ANGELES,CA,90001,9,Bank of America,VPR Department,800-669-2443,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"915 E 84TH PL
LOS ANGELES, CA 90001
(33.961985, -118.257987)",22350,797,1209,7,13,45
2604016013,10/29/2018,Single Family,15445 W BLEDSOE ST,LOS ANGELES,CA,91342,7,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"15445 W BLEDSOE ST
LOS ANGELES, CA 91342
(34.302088, -118.46887)",18912,51,642,,1,47
5021030025,01/01/2018,Single Family,1724 W 41ST DR,LOS ANGELES,CA,90062,8,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1724 W 41ST DR
LOS ANGELES, CA 90062
(34.009039, -118.309933)",24027,732,1023,7,14,35
2355016028,12/19/2018,Single Family,11826 W KLING ST,LOS ANGELES,CA,91607,2,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"11826 W KLING ST
LOS ANGELES, CA 91607
(34.155809, -118.390967)",8890,344,1336,17,5,39
2401044038,01/05/2018,Single Family,7775 N VIA CATALINA,LOS ANGELES,CA,91504,2,"Fay Servicing, LLC",N/A N/A,800-495-7166,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,"7775 N VIA CATALINA
LOS ANGELES, CA 91504
(34.211822, -118.343747)",20148,8,1377,,5,21
2726003003,01/12/2018,Single Family,19919 W LASSEN ST,LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"19919 W LASSEN ST
LOS ANGELES, CA 91311
(34.250005, -118.567492)",4284,100,238,,2,43
2530026003,01/01/2018,Single Family,11622 W GLAMIS ST,LOS ANGELES,CA,91342,7,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,"11622 W GLAMIS ST
LOS ANGELES, CA 91342
(34.280376, -118.385083)",18912,19,668,,1,9
2184052005,11/27/2018,Single Family,4032 N HILTON HEAD WAY,LOS ANGELES,CA,91356,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"4032 N HILTON HEAD WAY
LOS ANGELES, CA 91356
(34.144609, -118.53263)",19339,328,1523,,4,10
5016036028,06/01/2018,Multi-Family,1634 1/2 W 50TH ST,LOS ANGELES,CA,90062,8,Shellpoint Mortgage,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"1634 1/2 W 50TH ST
LOS ANGELES, CA 90062
(33.998246, -118.30798)",24027,742,1049,7,14,35
2504013038,01/12/2018,Single Family,14389 W CYRENE PL,LOS ANGELES,CA,91342,7,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Safeguard Properties Bron Inc,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"14389 W CYRENE PL
LOS ANGELES, CA 91342
(34.313239, -118.447056)",18912,44,1529,,1,47
2779029014,01/10/2018,Single Family,21806 W BRYANT ST,LOS ANGELES,CA,91304,3,Bank of America,VPR Department,800-669-2443,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 11009 LOS ANGELES CA 90010,213-383-2097,"21806 W BRYANT ST
LOS ANGELES, CA 91304
(34.227337, -118.603242)",4279,93,1456,,4,37
6036021017,01/02/2018,Single Family,8947 S GRAMERCY PL,LOS ANGELES,CA,90047,8,US Bank National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"8947 S GRAMERCY PL
LOS ANGELES, CA 90047
(33.954905, -118.313375)",23678,784,357,7,14,20
4005002005,11/16/2018,Single Family,3432 W 59TH ST,LOS ANGELES,CA,90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"3432 W 59TH ST
LOS ANGELES, CA 90043
(33.987217, -118.332149)",23674,753,1035,7,14,24
2766020025,01/01/2018,Single Family,17552 W GLEDHILL ST,LOS ANGELES,CA,91325,12,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"17552 W GLEDHILL ST
LOS ANGELES, CA 91325
(34.242079, -118.517604)",18514,104,1422,,2,87
2642019019,10/26/2018,Single Family,13701 W SUNBURST ST,LOS ANGELES,CA,91331,6,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"13701 W SUNBURST ST
LOS ANGELES, CA 91331
(34.239308, -118.431508)",18907,137,404,,3,41
7469002115,01/02/2018,Single Family,765 W 26TH ST,LOS ANGELES,CA,90731,15,US Bank National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"765 W 26TH ST
LOS ANGELES, CA 90731
(33.72061, -118.293299)",3342,985,831,15,15,33
2763033025,11/21/2018,Single Family,9722 N GLADBECK AVE,LOS ANGELES,CA,91324,12,bayview,Willie Walton,714-848-7920,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606,714-580-8567,"9722 N GLADBECK AVE
LOS ANGELES, CA 91324
(34.246858, -118.539686)",18513,107,250,,2,77
2161018035,01/12/2018,Single Family,5230 N RESEDA BLVD,,CA,,3,Nationstar Mortgage,Code Violations,888-456-0714,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"5230 N RESEDA BLVD, CA
(34.166756, -118.53722)",19339,320,587,,4,10
2715001029,11/29/2018,Single Family,18301 W LUDLOW ST,LOS ANGELES,CA,91326,12,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"18301 W LUDLOW ST
LOS ANGELES, CA 91326
(34.27087, -118.531941)",18905,82,1415,,2,87
2570017002,01/04/2018,Single Family,9975 N FRANCE AVE,LOS ANGELES,CA,91042,7,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"9975 N FRANCE AVE
LOS ANGELES, CA 91042
(34.24926, -118.278466)",3222,4,538,,1,7
2116013034,10/30/2018,Single Family,19400 W HATTON ST,LOS ANGELES,CA,91335,3,Matadors Community Credit Union,Alex Guzman,818-993-6328,NULL,NULL,,NULL,"19400 W HATTON ST
LOS ANGELES, CA 91335
(34.209929, -118.555626)",18909,255,1545,,4,12
7423025024,11/28/2018,Single Family,1029 N EUBANK AVE,LOS ANGELES,CA,90744,15,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"1029 N EUBANK AVE
LOS ANGELES, CA 90744
(33.78386, -118.255247)",3350,961,640,,15,15
5155021010,12/20/2018,Multi-Family,354 1/2 S BENTON WAY,LOS ANGELES,CA,90057,1,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"354 1/2 S BENTON WAY
LOS ANGELES, CA 90057
(34.065729, -118.280288)",24352,558,1318,,11,80
2634039040,01/12/2018,Single Family,12364 W WICKS ST,LOS ANGELES,CA,91352,6,RUSHMORE LOAN MANAGEMENT SERVICES LLC,CUSTOMER SERVICE,888-504-6700,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,"12364 W WICKS ST
LOS ANGELES, CA 91352
(34.227447, -118.402737)",19335,152,448,,3,21
2628025016,01/04/2018,Single Family,12964 W WENTWORTH ST,LOS ANGELES,CA,91331,6,"Trustee Corps, Bayview Loan Servicing",Madeline DeFranco,305-631-3760,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"12964 W WENTWORTH ST
LOS ANGELES, CA 91331
(34.234248, -118.415085)",18907,128,454,,3,41
4419006002,01/02/2018,Single Family,661 N LACHMAN LANE,LOS ANGELES,CA,90272,11,US Bank National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"661 N LACHMAN LANE
LOS ANGELES, CA 90272
(34.048703, -118.546235)",25066,836,1390,,10,
6063023018,01/01/2018,Single Family,223 E 106TH ST,LOS ANGELES,CA,90003,8,Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,"223 E 106TH ST
LOS ANGELES, CA 90003
(33.940161, -118.270903)",22352,811,361,7,14,45
5524018001,01/08/2018,Single Family,634 N HIGHLAND AVE,LOS ANGELES,CA,90036,4,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"634 N HIGHLAND AVE
LOS ANGELES, CA 90036
(34.083009, -118.338513)",22721,445,1515,,7,86
2013015018,07/25/2018,Single Family,7643 N SAUSALITO AVE,,CA,,12,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"7643 N SAUSALITO AVE, CA
(34.20964, -118.615702)",4279,277,265,,2,44
2673003044,01/11/2018,Single Family,8545 N GLORIA AVE,LOS ANGELES,CA,91343,12,Nationstar Mortgage,Code Violations,888-456-0714,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"8545 N GLORIA AVE
LOS ANGELES, CA 91343
(34.22609, -118.480807)",18914,121,426,,2,88
6109019043,12/10/2018,Single Family,1334 W 187TH PL,LOS ANGELES,CA,90248,15,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"1334 W 187TH PL
LOS ANGELES, CA 90248
(33.860539, -118.297326)",24685,943,798,,15,55
2512020059,10/03/2018,Single Family,13221 W BOMBAY ST,LOS ANGELES,CA,91342,7,"CALIBER HOME LOANS, INC.",CHRISTINE CAYANAN,214-874-4174,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"13221 W BOMBAY ST
LOS ANGELES, CA 91342
(34.313737, -118.420622)",18912,40,1528,,1,47
5563023010,11/08/2018,Single Family,8781 W LOOKOUT MOUNTAIN AVE,HOLLYWOOD,CA,90046,4,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"8781 W LOOKOUT MOUNTAIN AVE
HOLLYWOOD, CA 90046
(34.109137, -118.384861)",23677,459,731,,7,81
5472006039,10/31/2018,Single Family,3937 N VERDUGO VIEW DR,LOS ANGELES,CA,90065,1,Alliance Private Funding,Andrew Loeffler,951-741-0002,Alliance Private Funding,Andrew Loeffler,461  N Central AVE  Upland CA 91786,951-741-0002,"3937 N VERDUGO VIEW DR
LOS ANGELES, CA 90065
(34.117701, -118.226853)",24030,387,1084,13,11,56
6022006033,05/10/2018,Single Family,145 E 77TH ST,LOS ANGELES,CA,90003,9,"Financial Freedom, a division of CIT bank.",Dan Stack,800-441-4428,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,"145 E 77TH ST
LOS ANGELES, CA 90003
(33.96962, -118.272274)",22352,793,998,7,13,46
7459017015,12/11/2018,Single Family,1121 S DOLPHIN ST,SAN PEDRO,CA,90732,15,Flagstar BANK,Eric Moore,877-338-3791,Bron,Jessica Hamlet,41951   Remington AVE 150 Temecula CA 92590,951-291-3285,"1121 S DOLPHIN ST
SAN PEDRO, CA 90732
(33.73397, -118.306673)",3343,978,1450,,15,25
6075009014,10/12/2018,Single Family,11221 S SOUTHWEST BLVD,LOS ANGELES,CA,90044,8,Bank of America,Joan Duffy,818-285-5230,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"11221 S SOUTHWEST BLVD
LOS ANGELES, CA 90044
(33.932898, -118.289118)",23675,814,1192,7,14,53
5054026002,05/24/2018,Non-Residential,01407  W 25TH ST,LOS ANGELES,CA,90007,8,Shellpoint Mortgage,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"01407 W 25TH ST
LOS ANGELES, CA 90007
(34.033664, -118.291936)",22724,680,907,7,14,32
2708023013,10/04/2018,Single Family,11069 N BAILE AVE,LOS ANGELES,CA,91311,12,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"11069 N BAILE AVE
LOS ANGELES, CA 91311
(34.271721, -118.561441)",4284,87,225,,2,77
5512009019,12/19/2018,Single Family,116 S GARDNER ST,LOS ANGELES,CA,90036,5,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"116 S GARDNER ST
LOS ANGELES, CA 90036
(34.072965, -118.353205)",23667,626,1260,,7,26
6030012026,10/29/2018,Single Family,223 E 84TH ST,LOS ANGELES,CA,90003,9,DITECH FINANCIAL LLC,NICOLE ARRETCHE,877-272-2149,So Cal Inspectors,SUZANNE PHILLIPS,9525   Stewart and Gray ROAD  DOWNEY CA 90241,877-242-2149,"223 E 84TH ST
LOS ANGELES, CA 90003
(33.962824, -118.271018)",22352,795,1001,7,13,46
5092015009,01/08/2018,Single Family,849 S 5TH AVE,LOS ANGELES,CA,90005,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"849 S 5TH AVE
LOS ANGELES, CA 90005
(34.05664, -118.317889)",22722,612,605,,7,86
5483019005,12/26/2018,Single Family,6226 E BURWOOD AVE,LOS ANGELES,CA,90042,14,ABS REO Trust c/o Select Portfolio Servicing,SELECT Servicing,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"6226 E BURWOOD AVE
LOS ANGELES, CA 90042
(34.127595, -118.18377)",23673,359,437,,9,93
2556003061,12/20/2018,Single Family,8006 W WENTWORTH ST,LOS ANGELES,CA,91040,7,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"8006 W WENTWORTH ST
LOS ANGELES, CA 91040
(34.266957, -118.307231)",3221,11,530,,1,7
5443030028,11/18/2018,Vacant Residential,1908 W MODJESKA ST,LOS ANGELES,CA,90039,13,HARLAN HELVEY,HARLAN HELVEY,310-545-6776,NULL,NULL,,NULL,"1908 W MODJESKA ST
LOS ANGELES, CA 90039
(34.097304, -118.249145)",23670,480,1428,,8,31
5113033001,11/20/2018,Non-Residential,4151 S SAN PEDRO PL,LOS ANGELES,CA,90011,9,M&T Bank,Eric Moore,877-338-3791,Safeguard,Ryan Sabo,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"4151 S SAN PEDRO PL
LOS ANGELES, CA 90011
(34.007924, -118.27005)",22727,715,978,7,13,
2148004003,10/19/2018,Single Family,6758 N IRONDALE AVE,LOS ANGELES,CA,91306,3,LAKEVIEW LOAN SERVICING,Cassie Justice,757-955-8014,First Allegiance,Registration Department,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,"6758 N IRONDALE AVE
LOS ANGELES, CA 91306
(34.193213, -118.58484)",4282,294,1547,,4,66
5467028005,08/28/2018,Single Family,222 N AVENUE 49,LOS ANGELES,CA,90042,1,"U.S. BANK, NA AS LEGAL TITLE TRUSTEE c/o Truman Capital Advisors",see TDUS,310-777-6375,"The Harvey Group, Inc.",Joyce Essex Harvey,301  N Canon DR E Beverly HIlls CA 90210,310-777-6375,"222 N AVENUE 49
LOS ANGELES, CA 90042
(34.105174, -118.204591)",23673,376,588,,11,93
5041024021,11/06/2018,Multi-Family,1724 1/2 W 37TH ST,LOS ANGELES,CA,90018,8,"Cenlar FSB,",Tina Santos,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"1724 1/2 W 37TH ST
LOS ANGELES, CA 90018
(34.021062, -118.309697)",23079,687,1295,7,14,32
6004031018,10/19/2018,Multi-Family,5911 S ESTRELLA AVE,LOS ANGELES,CA,90044,9,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"5911 S ESTRELLA AVE
LOS ANGELES, CA 90044
(33.987271, -118.284854)",23675,767,991,7,13,2
5486009021,11/21/2018,Non-Residential,6645 N FIGUEROA ST,LOS ANGELES,CA,90042,14,"Cardenas Three, LLC",Coby Halavais,949-305-8901,NULL,NULL,,NULL,"6645 N FIGUEROA ST
LOS ANGELES, CA 90042
(34.123348, -118.185203)",23673,359,598,,9,93
2601028035,11/06/2018,Single Family,12006 N HIGHWATER ROAD,LOS ANGELES,CA,91344,12,Save on Management,Sam Thukral,818-371-0241,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"12006 N HIGHWATER ROAD
LOS ANGELES, CA 91344
(34.289339, -118.519211)",19329,54,1407,,2,78
6032007016,10/11/2018,Single Family,842 W 82ND ST,LOS ANGELES,CA,90044,8,OCWEN LOAN SERVICING,PROP REGISTRATION DEPARTMENT,319-236-5249,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"842 W 82ND ST
LOS ANGELES, CA 90044
(33.964273, -118.288657)",23675,782,1005,7,14,45
2233013008,01/01/2018,Single Family,6438 N GLORIA AVE,VAN NUYS,CA,91406,6,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,"6438 N GLORIA AVE
VAN NUYS, CA 91406
(34.18781, -118.47929)",19734,226,296,,3,61
2526025018,11/05/2018,Single Family,11600 N ORCAS AVE,LOS ANGELES,CA,91342,7,James Agnew,james Agnew,864-534-1616,western Fidelity,angela mijares,1222   crenshaw BLVD  torrance CA 90501,310-212-9700,"11600 N ORCAS AVE
LOS ANGELES, CA 91342
(34.280733, -118.368224)",18912,13,1087,8,1,9
